Id,SalePrice
1775,156000
1776,139000
1777,140000
1778,155000
1779,139000
1780,105000
1781,128000
1782,110000
1783,130000
1784,112000
1785,135000
1786,135000
1787,130000
1788,82000
1789,110000
1790,110000
1791,124000
1792,171000
1793,142000
1794,155000
1795,142000
1796,160000
1797,139000
1798,110000
1799,140000
1800,190000
1801,135000
1802,139000
1803,171000
1804,165500
1805,167000
1806,110000
1807,87000
1808,117000
1809,200000
1810,125000
1811,55000
1812,128000
1813,122000
1814,157000
1815,80000
1816,116000
1817,140000
1818,116000
1819,161000
1820,108000
1821,125000
1822,161000
1823,100000
1824,167500
1825,108000
1826,185000
1827,110000
1828,105000
1829,140000
1830,87000
1831,140000
1832,88000
1833,122000
1834,130000
1835,122000
1836,115000
1837,140000
1838,154000
1839,112000
1840,179000
1841,179000
1842,135000
1843,129000
1844,148000
1845,135000
1846,153000
1847,155000
1848,93000
1849,149900
1850,113000
1851,155000
1852,100000
1853,149900
1854,173000
1855,148000
1856,155000
1857,169000
1858,142953
1859,118964
1860,135000
1861,118964
1862,165000
1863,165000
1864,165000
1865,318000
1866,295493
1867,194000
1868,235000
1869,194000
1870,214000
1871,220000
1872,190000
1873,235000
1874,145000
1875,179000
1876,192000
1877,220000
1878,203000
1879,156000
1880,143000
1881,235000
1882,195000
1883,191000
1884,200000
1885,203000
1886,312500
1887,210000
1888,220000
1889,195000
1890,167000
1891,140000
1892,110000
1893,139000
1894,118000
1895,118000
1896,119000
1897,139000
1898,177000
1899,116000
1900,155000
1901,160000
1902,154000
1903,110000
1904,154000
1905,167000
1906,163000
1907,139000
1908,124000
1909,140000
1910,124000
1911,145000
1912,315000
1913,130000
1914,115000
1915,392500
1916,82000
1917,215000
1918,135000
1919,170000
1920,110000
1921,320000
1922,320000
1923,215000
1924,235000
1925,225000
1926,320000
1927,112000
1928,160000
1929,155000
1930,140000
1931,129500
1932,129500
1933,160000
1934,193000
1935,185000
1936,190000
1937,187500
1938,173000
1939,320000
1940,189000
1941,185000
1942,184000
1943,189000
1944,377426
1945,377500
1946,160000
1947,274000
1948,110000
1949,202500
1950,190000
1951,190000
1952,170000
1953,157000
1954,171000
1955,110000
1956,180000
1957,135000
1958,250000
1959,155000
1960,139000
1961,140000
1962,106000
1963,118000
1964,106000
1965,155000
1966,148500
1967,318000
1968,555000
1969,386250
1970,275000
1971,386250
1972,412500
1973,285000
1974,325000
1975,315000
1976,220000
1977,280000
1978,215000
1979,277500
1980,194700
1981,266000
1982,277500
1983,319900
1984,175500
1985,192000
1986,178740
1987,172500
1988,230000
1989,230000
1990,230000
1991,202665
1992,175000
1993,174000
1994,190000
1995,178000
1996,174000
1997,165000
1998,232000
1999,290000
2000,290000
2001,290000
2002,232000
2003,270000
2004,290000
2005,240000
2006,208300
2007,270000
2008,229456
2009,212000
2010,250000
2011,179000
2012,215000
2013,173000
2014,173000
2015,212000
2016,173000
2017,179900
2018,176000
2019,117000
2020,125000
2021,139000
2022,135000
2023,139000
2024,290000
2025,260000
2026,151000
2027,151000
2028,144152
2029,177000
2030,236500
2031,141000
2032,199900
2033,236500
2034,177000
2035,185000
2036,177000
2037,177000
2038,207500
2039,215000
2040,190000
2041,170000
2042,186500
2043,190000
2044,170000
2045,197500
2046,135000
2047,135000
2048,119000
2049,110000
2050,190000
2051,106500
2052,140000
2053,110000
2054,167500
2055,140000
2056,170000
2057,139000
2058,140000
2059,139000
2060,170000
2061,160000
2062,128900
2063,154000
2064,88000
2065,123000
2066,135000
2067,176000
2068,119000
2069,90000
2070,117000
2071,110000
2072,135000
2073,190000
2074,160000
2075,135000
2076,110000
2077,141000
2078,135000
2079,135000
2080,135000
2081,135000
2082,139000
2083,155000
2084,135000
2085,112000
2086,110000
2087,105000
2088,98000
2089,110000
2090,87000
2091,93000
2092,115000
2093,105000
2094,100000
2095,140000
2096,100000
2097,128000
2098,115000
2099,110000
2100,110000
2101,124000
2102,105000
2103,117000
2104,125000
2105,112000
2106,98000
2107,128000
2108,110000
2109,110000
2110,144000
2111,110000
2112,119000
2113,117000
2114,112000
2115,117000
2116,117000
2117,117000
2118,117000
2119,110000
2120,104900
2121,109900
2122,135000
2123,140000
2124,128000
2125,139000
2126,117000
2127,100000
2128,115000
2129,119500
2130,125000
2131,144000
2132,100000
2133,110000
2134,125000
2135,108000
2136,55000
2137,125000
2138,133000
2139,135000
2140,130000
2141,148000
2142,122000
2143,148000
2144,108000
2145,130000
2146,109900
2147,235000
2148,112000
2149,155000
2150,190000
2151,135000
2152,100000
2153,155000
2154,118500
2155,125000
2156,222000
2157,189000
2158,290000
2159,215000
2160,156932
2161,190000
2162,235000
2163,394617
2164,187500
2165,256000
2166,210000
2167,141000
2168,200000
2169,190000
2170,200000
2171,143000
2172,125000
2173,190000
2174,191000
2175,230000
2176,275000
2177,195000
2178,230000
2179,143000
2180,145000
2181,210000
2182,200000
2183,194000
2184,125000
2185,140000
2186,135000
2187,144000
2188,180000
2189,144000
2190,82000
2191,100000
2192,118000
2193,108000
2194,98300
2195,128000
2196,110000
2197,135000
2198,108000
2199,144000
2200,160000
2201,177000
2202,235000
2203,177000
2204,135000
2205,135000
2206,166000
2207,230000
2208,145000
2209,109900
2210,165000
2211,140000
2212,110000
2213,128000
2214,154000
2215,141000
2216,115000
2217,82000
2218,83000
2219,135000
2220,100000
2221,392500
2222,392500
2223,280000
2224,155000
2225,188000
2226,176000
2227,187500
2228,377426
2229,187500
2230,178000
2231,248900
2232,135000
2233,147000
2234,315000
2235,204000
2236,220000
2237,220000
2238,145000
2239,84500
2240,165000
2241,139000
2242,80000
2243,127000
2244,81000
2245,91000
2246,112000
2247,118000
2248,145000
2249,170000
2250,129500
2251,160000
2252,135000
2253,178000
2254,168500
2255,185000
2256,174000
2257,192000
2258,173000
2259,173000
2260,170000
2261,170000
2262,189000
2263,325000
2264,240000
2265,190000
2266,239000
2267,377426
2268,385000
2269,110000
2270,170000
2271,135000
2272,190000
2273,180000
2274,176000
2275,143000
2276,190000
2277,179900
2278,135000
2279,147000
2280,120500
2281,181000
2282,181000
2283,106000
2284,106000
2285,148500
2286,135000
2287,394617
2288,280000
2289,203000
2290,402861
2291,318000
2292,315000
2293,318000
2294,280000
2295,385000
2296,239000
2297,345000
2298,320000
2299,275000
2300,280000
2301,325624
2302,220000
2303,173000
2304,325300
2305,194000
2306,194700
2307,194700
2308,209500
2309,274000
2310,172500
2311,171750
2312,147000
2313,174000
2314,156932
2315,186500
2316,156932
2317,194500
2318,176485
2319,186500
2320,147000
2321,192000
2322,159895
2323,187500
2324,225000
2325,176485
2326,225000
2327,230000
2328,230000
2329,173000
2330,175000
2331,290000
2332,280000
2333,290000
2334,248000
2335,290000
2336,290000
2337,147000
2338,147000
2339,220000
2340,385000
2341,235128
2342,232000
2343,227000
2344,250000
2345,178000
2346,208300
2347,232600
2348,227875
2349,147000
2350,345000
2351,370878
2352,232000
2353,270000
2354,179000
2355,227000
2356,159000
2357,201000
2358,250000
2359,154000
2360,135000
2361,132000
2362,173000
2363,180000
2364,170000
2365,207500
2366,199900
2367,199900
2368,147000
2369,199900
2370,177000
2371,177000
2372,250000
2373,250000
2374,207500
2375,324000
2376,235000
2377,170000
2378,135000
2379,190000
2380,173000
2381,157000
2382,157000
2383,176000
2384,210000
2385,157000
2386,149900
2387,140000
2388,90000
2389,144000
2390,163000
2391,132000
2392,135000
2393,135000
2394,148000
2395,140000
2396,141000
2397,155000
2398,119000
2399,55000
2400,115000
2401,108000
2402,167000
2403,110000
2404,148000
2405,148000
2406,140000
2407,110000
2408,150750
2409,167000
2410,176000
2411,141000
2412,136500
2413,167000
2414,118000
2415,135000
2416,110000
2417,167000
2418,130000
2419,119000
2420,132500
2421,129000
2422,105000
2423,81000
2424,135000
2425,140000
2426,125000
2427,112000
2428,135000
2429,112000
2430,155000
2431,163000
2432,165500
2433,165000
2434,112500
2435,135000
2436,176000
2437,109500
2438,148000
2439,122000
2440,125000
2441,82000
2442,110000
2443,110000
2444,130000
2445,87000
2446,124500
2447,130000
2448,139000
2449,87000
2450,135000
2451,161000
2452,139400
2453,100000
2454,120000
2455,109900
2456,128000
2457,117000
2458,154000
2459,119000
2460,119000
2461,117000
2462,117000
2463,127000
2464,117000
2465,117000
2466,135000
2467,79000
2468,135000
2469,135000
2470,132500
2471,130000
2472,110000
2473,140000
2474,110000
2475,129000
2476,135000
2477,125000
2478,148000
2479,125000
2480,148000
2481,148000
2482,129000
2483,190000
2484,122000
2485,130000
2486,235000
2487,160000
2488,135000
2489,125000
2490,139000
2491,93000
2492,176000
2493,117000
2494,125000
2495,135000
2496,222000
2497,135000
2498,135000
2499,144000
2500,118000
2501,135000
2502,139000
2503,122000
2504,135000
2505,227000
2506,194000
2507,176485
2508,279500
2509,190000
2510,220000
2511,191000
2512,200000
2513,173000
2514,190000
2515,156000
2516,204750
2517,138000
2518,156000
2519,237000
2520,237000
2521,195000
2522,192000
2523,129000
2524,148000
2525,125000
2526,156000
2527,190000
2528,112500
2529,118000
2530,117000
2531,235000
2532,237000
2533,230000
2534,260000
2535,210000
2536,223500
2537,275000
2538,173900
2539,190000
2540,163990
2541,191000
2542,190000
2543,148000
2544,140000
2545,140000
2546,185000
2547,125000
2548,188000
2549,185000
2550,320000
2551,140000
2552,108000
2553,82000
2554,135000
2555,105000
2556,135000
2557,108000
2558,127500
2559,100000
2560,177000
2561,177000
2562,139500
2563,135000
2564,177000
2565,120000
2566,117000
2567,119000
2568,170000
2569,180500
2570,155000
2571,174000
2572,110000
2573,180000
2574,180000
2575,130000
2576,84500
2577,127000
2578,100000
2579,115000
2580,84500
2581,109900
2582,120500
2583,392500
2584,165500
2585,227000
2586,290000
2587,173000
2588,190000
2589,129500
2590,215000
2591,170000
2592,239000
2593,265900
2594,170000
2595,220000
2596,270000
2597,239000
2598,215000
2599,239000
2600,108000
2601,143000
2602,88000
2603,91000
2604,127000
2605,112000
2606,165500
2607,187500
2608,170000
2609,190000
2610,80000
2611,135000
2612,152000
2613,180000
2614,147000
2615,160000
2616,141000
2617,160000
2618,160000
2619,185000
2620,193000
2621,174000
2622,173000
2623,239900
2624,240000
2625,250000
2626,185000
2627,170000
2628,239000
2629,361919
2630,290000
2631,290000
2632,240000
2633,277500
2634,466500
2635,148000
2636,180000
2637,190000
2638,263435
2639,170000
2640,135000
2641,119000
2642,181000
2643,106000
2644,125000
2645,106000
2646,106000
2647,118000
2648,170000
2649,163000
2650,148500
2651,148500
2652,290000
2653,159895
2654,318000
2655,315000
2656,285000
2657,280000
2658,280000
2659,215000
2660,345000
2661,440000
2662,274000
2663,244000
2664,319900
2665,277500
2666,318000
2667,163990
2668,163990
2669,176485
2670,325300
2671,199900
2672,167240
2673,192500
2674,178740
2675,167240
2676,190000
2677,180000
2678,172785
2679,290000
2680,200000
2681,290000
2682,290000
2683,290000
2684,290000
2685,250000
2686,287090
2687,280000
2688,244600
2689,208300
2690,339750
2691,250000
2692,141000
2693,200141
2694,158000
2695,174000
2696,250000
2697,173000
2698,173000
2699,179200
2700,179200
2701,173000
2702,135000
2703,140000
2704,144000
2705,125000
2706,135000
2707,144000
2708,148000
2709,125000
2710,129000
2711,170000
2712,260000
2713,151000
2714,147400
2715,168500
2716,250000
2717,250000
2718,250000
2719,190000
2720,170000
2721,140000
2722,200000
2723,140000
2724,140000
2725,135000
2726,155000
2727,140000
2728,120000
2729,184000
2730,135000
2731,135000
2732,132500
2733,160000
2734,139000
2735,180500
2736,139000
2737,122000
2738,135000
2739,137000
2740,110000
2741,137000
2742,160000
2743,153000
2744,153000
2745,140000
2746,156000
2747,110000
2748,140000
2749,110000
2750,167000
2751,120000
2752,160000
2753,160000
2754,160000
2755,135000
2756,117000
2757,109500
2758,117000
2759,132000
2760,110000
2761,139000
2762,153500
2763,180000
2764,235000
2765,180000
2766,135000
2767,90000
2768,124000
2769,167000
2770,110000
2771,118000
2772,80000
2773,159500
2774,119000
2775,87000
2776,117000
2777,132000
2778,110000
2779,131500
2780,106500
2781,113000
2782,110000
2783,113000
2784,125000
2785,135000
2786,100000
2787,125000
2788,110000
2789,117000
2790,87000
2791,110000
2792,82000
2793,239000
2794,100000
2795,117000
2796,115000
2797,135000
2798,87000
2799,112000
2800,84500
2801,125000
2802,135000
2803,135000
2804,139000
2805,90000
2806,110000
2807,138000
2808,148000
2809,132500
2810,180000
2811,135000
2812,148000
2813,135000
2814,135000
2815,115000
2816,147000
2817,235000
2818,133000
2819,200000
2820,145000
2821,118000
2822,108000
2823,119000
2824,190000
2825,170000
2826,155000
2827,135000
2828,160000
2829,172500
2830,195000
2831,235000
2832,235000
2833,203000
2834,158000
2835,203000
2836,190000
2837,139000
2838,145000
2839,230000
2840,156000
2841,190000
2842,235000
2843,190000
2844,148000
2845,110000
2846,230000
2847,211000
2848,235000
2849,178000
2850,235000
2851,195000
2852,200000
2853,272000
2854,136500
2855,235000
2856,239799
2857,194000
2858,210000
2859,140000
2860,127500
2861,129000
2862,230000
2863,200000
2864,225000
2865,140000
2866,130000
2867,135000
2868,82000
2869,135000
2870,160000
2871,112000
2872,115000
2873,135000
2874,135000
2875,160000
2876,155000
2877,177000
2878,230000
2879,110000
2880,102000
2881,169000
2882,160000
2883,210000
2884,230000
2885,230000
2886,164000
2887,100000
2888,127000
2889,141000
2890,115000
2891,135000
2892,106500
2893,84500
2894,108000
2895,392500
2896,392500
2897,215000
2898,135000
2899,165000
2900,177000
2901,160000
2902,212000
2903,280000
2904,203000
2905,124000
2906,140000
2907,127000
2908,180000
2909,135000
2910,80000
2911,125000
2912,167900
2913,88000
2914,88000
2915,97000
2916,88000
2917,110000
2918,148000
2919,175000
